c_id,is_course,name,dept,description,university,professor,related_doc_link,demo_video_link,prereq,overall_rating,overall_count,ind_user_rating,ind_user_count,est_user_rating,est_user_count,uest_user_rating,uest_user_count
482,Yes,Proffessional Practice in Civil Engineering,Civil Engineering,,California State University-East Bay,,,,,0,0,0,0,0,0,0,0
495,Yes,Seismic Design I,Civil Engineering,,California State University-East Bay,,,,,0,0,0,0,0,0,0,0
497,Yes,Senior Problem Directed Studies,Civil Engineering,,California State University-East Bay,,,,,0,0,0,0,0,0,0,0
500,Yes,Engineering Analysis I,Civil Engineering,,California State University-East Bay,,,,,0,0,0,0,0,0,0,0
501,Yes,Engineering Analysis II,Civil Engineering,,California State University-East Bay,,,,,0,0,0,0,0,0,0,0
502,Yes,Finite Element Method and Applications,Civil Engineering,,California State University-East Bay,,,,,0,0,0,0,0,0,0,0
508,Yes,Probabilistic and Statistical Methods in Engineering Applications,Civil Engineering,,California State University-East Bay,,,,,0,0,0,0,0,0,0,0
509,Yes,Computational Methods in Civil Engineering,Civil Engineering,,California State University-East Bay,,,,,0,0,0,0,0,0,0,0
516,Yes,Timber Design II,Civil Engineering,,California State University-East Bay,,,,,0,0,0,0,0,0,0,0
517,Yes,Reinforced Masonry Design,Civil Engineering,,California State University-East Bay,,,,,0,0,0,0,0,0,0,0
520,Yes,Seaport Planning and Design,Civil Engineering,,California State University-East Bay,,,,,0,0,0,0,0,0,0,0
ECE1.,Yes,Introduction to Electrical and Computer Engineering,Electrical and Computer Engineering,"Orientation to electrical and computer engineering via hands-on exercises and projects; introduction to circuits, components, instrumentation, and electronic prototyping; computer productivity tools; hardware and software trouble shooting",Fresno State,,,,,5,3,5,3,0,0,0,0
ECE 70,Yes,Engineering Computations Using C,Electrical and Computer Engineering,"Use of C computer languages in engineering analysis and design. A systematic development in program structure, specification, testing, and debugging.",Fresno State,,,,,5,4,5,4,0,0,0,0
Ece 72,Yes,Intorduction to Electrical and Computer Engineering Tools,Electrical and Computer Engineering,"Use of C programming language in engineering analysis and design; a systematic development in program structure, specification, documentation, testing, and debugging.",Fresno State,,,,,4,2,4,2,0,0,0,0
ECE 85,Yes,Digital Logic Design,Electrical and Computer Engineering,"Introduction to engineering applications; use of Matlab software in analysis and synthesis, basic commands, data arrays, plotting and data presentation, data transfer, computation with loops, iterative solutions, integration with C programming, and technical problem solving.",Fresno State,,,,,3,2,3,2,0,0,0,0
ECE 90,Yes,Principles of Electrical Circuits,Electrical and Computer Engineering,"Discrete mathematics, logic, and Boolean algebra. Number systems and binary arithmetic, combinatorial logic and minimization techniques. Analysis and design of combinatorial circuits using logic gates, multiplexers, decoders, and PLD's. Flipflops, multivibrators, registers, and counters. Introduction to synchronous sequential circuits and state machine",Fresno State,,,,,2,2,2,2,0,0,0,0
ECE 91,Yes,Introduction to Electrical Engineering,Electrical and Computer Engineering," Direct-current circuit analysis; circuit theorems; transient phenomena in RL and RC circuits, introduction to operational amplifiers, phasor concept; AC steady-state circuit analysis, sinusoidal steady-state response; power and RMS calculations in single-phase alternating-current circuits; principles of electrical instruments; computer solutions circuit simulation using Spice or other contemporary software tools.",Fresno State,,,,,3,2,3,2,0,0,0,0
ECE 102 ,Yes,Advanced Circuit Analysis,Electrical and Computer Engineering,"Single and polyphase AC circuits, transfer functions, mutual inductance, transformers, two-port circuits, pole-zero analysis, Bode plots, stability concepts, circuit response to periodic inputs, Laplace solution techniques, frequency response, passive and active circuits, design and circuit simulation tools.",Fresno State,,,,,3,2,3,2,0,0,0,0
ECE 103,Yes,Professional Development Skills,Electrical and Computer Engineering,"Contemporary issues in electrical and computer engineering; ethics in engineering; leadership and professional skills important for a successful career; problem formulation and solving; engineering and the society.",Fresno State,,,,,3,2,3,2,0,0,0,0
ECE 106,Yes,Switching Theory and Logic Design,Electrical and Computer Engineering,"Analysis and design of sequential digital circuits; State Machine analysis and design; Mealy and Moore State Machine models; State minimization and assignment techniques; One-hot state assignment, Algorithmic state machine; Introduction to HDL.",Fresno State,,,,,0.6,1,0,0,0,0,0.6,1
ECE 107,Yes,Digital Signal Processing,Electrical and Computer Engineering,"Time and frequency domain analysis of discrete time signals and systems, digital processing of continuous time signals, FIR, IIR, lattice filter structures, filter design, hardware implementation issues, computer aided design and evaluation.",Fresno State,,,,,0.9,1,0,0,0.9,1,0,0
ECE 114,Yes,Physical Electronoics,Electrical and Computer Engineering,"Semiconductor fundamentals, crystal structures and semiconductor materials, element quantum mechanics, energy bands and charge carriers, statistics. Integrated circuits and modern fabrication technology for discrete and intergrated devices. Operation principles of discrete devices; PN junction diode, BJT, MOS FET, and JFET, and optoelectronic devices.",Fresno State,,,,,3,2,3,2,0,0,0,0
ECE 115,Yes,Computer Organization,Electrical and Computer Engineering,"Structural organization, hardware architecture and design of digital computer systems; binary representation of data; CPU, memory and I/O organization; register transfer, micro-operations and microprogramming; hardware/software design trade-offs. Introduction to RISC architecture and memory organization.",Fresno State,,,,,3,2,3,2,0,0,0,0
ECE 118,Yes,Microprocessor Architectyre and Programming,Electrical and Computer Engineering,"Introduction to microprocessor software, hardware and interfacing. The emphasis is on learning assembly language programming, microprocessor architecture and its associated peripherals.",Fresno State,,,,,0.6,1,0,0,0,0,0.6,1
ECE 124,Yes,Signal and Systems,Electrical and Computer Engineering,"Modeling and analysis of discrete and continuous linear systems and signals. Fourier transforms, and Fourier series, and differential equations, time and frequency response; system analysis via Laplace-and Z-transofrms; state-equations and linear algebra. Stability analysis. Engineering applications and simulation using Matlab.",Fresno State,,,,,0.9,1,0,0,0.9,1,0,0
ECE 125,Yes,Probabilistic Engineering Systems Analysis,Electrical and Computer Engineering,"Probability theory, single and multiple discrete and continuous random variables and their characterization, transformations of random variables, principles of random variables, principles of random sampling, estimation theory, engineering decision principles, data analysis, reliability theory, applications to quality control in manufacturing process systems.",Fresno State,,,,,0,0,0,0,0,0,0,0
ECE 126,Yes,Electromagnetic Theory and Applications |,Electrical and Computer Engineering,Electrostatics; boundary value problems; magnetostatics; time-varying fields; Maxwell's equations. Transmission of electromagnetic energy.,Fresno State,,,,,0,0,0,0,0,0,0,0
ECE 128,Yes,Electronics |,Electrical and Computer Engineering,Characteristics and properties of solid state devices; theory and analysis of electronic circuits; power supply design; device and circuit models; single- and multi-stage amplifier analysis and design; analysis of digital circuits; circuit stimulation using Spice or other contemporary software tools.,Fresno State,,,,,0,0,0,0,0,0,0,0
ECE 132,Yes,Design Of Digital Systems,Electrical and Computer Engineering,"Design of Digital Systems utilizing microprocessors; application of assembly programming language to input/output programming, interrupts and traps, DMA and memory management.",Fresno State,,,,,0,0,0,0,0,0,0,0
ECE 134,Yes,Analog and Digital Communication Engineering,Electrical and Computer Engineering,Mathematical modeling of signals and systems; linear and nonlinear modulation theory; demodulators; link analysis and design; phase-lock loops; sampling theory and signal reconstruction; digitization techniques; basic digital transmission methodologies; computer simulations.,Fresno State,,,,,0,0,0,0,0,0,0,0
ECE 135,Yes,Wireless Communication Systems,Electrical and Computer Engineering,"Principles of digital signal transmission and reception; binary, M-ary, and hybrid digital modulation techniques; channel and receiver front-end noise effects; statistical performance receiver analysis; source coding; block and convulutional channel coding; block decoding and VDA, channel fading and multipath; equalizaion; cellular systems; Spread Spectrum and CDMA; computer simulations.",Fresno State,,,,,0,0,0,0,0,0,0,0
ECE 136,Yes,Electromagnetic Theory and Applications ||,Electrical and Computer Engineering,"Plane wave propagation and reflection; waveguides; strip-lines and microstrip impedance matching, microwave circuits and S-parameters; amplifier power gain and stability, amplifier design, antenna analysis and design; methods for computer solution.",Fresno State,,,,,0,0,0,0,0,0,0,0
ECE 138,Yes,Electronics ||,Electrical and Computer Engineering,"Analysis and design of high frequency amplifiers; high frequency models of transistors; operational amplifiers and applications; feedback amplifiers; oscillators, modulators, bandpass amplifiers, and demodulators for communications. Emphasis on modern design methods.",Fresno State,,,,,0,0,0,0,0,0,0,0
ECE 140,Yes,VLSI System Design,Electrical and Computer Engineering,"Emphasis on the design of a full custom VLSI systemusing contemporary CAD tools. Digital circuit design, CMOS circuit and layout principles, fabrication principles, physical and electrical design rules, control and data path design techniques, system timing, design verification, simulation and testing.",Fresno State,,,,,0,0,0,0,0,0,0,0
ECE 146,Yes,Computer Networks,Electrical and Computer Engineering,"Analysis, theory, and modeling of modern computer networks; layered architecture of computer network protocols; flow and error control; circuit and packet switching; routing and congestion control; local area networks; Internet protocols; quantitative performance analysis probability, random process, and queuing theory.",Fresno State,,,,,0,0,0,0,0,0,0,0
ECE 148,Yes,Analysis and Design of Digital Circuits,Electrical and Computer Engineering,"Analysis and design of solid state digital circuits utilizing various logic families suitable for integration TTL, ECL, NMOS, CMOS; logic gates; multivibrators; ROM, PROM, EPROM, and EEPROM; SRAM and DRAM.",Fresno State,,,,,0,0,0,0,0,0,0,0
ECE 151,Yes,Electrical Power Systems,Electrical and Computer Engineering,"Power system networks and equipment, power flow, symmetrical components, short circuits analysis, introduction to economic dispatching and stability analysis, applications and use of software in power system analysis.",Fresno State,,,,,0,0,0,0,0,0,0,0
ECE 152,Yes,Power Systems Protection and Control,Electrical and Computer Engineering,"Transmission and distribution systems, protection and coordination, stability analysis, voltage and frequency control, system modeling and computer simulation.",Fresno State,,,,,0,0,0,0,0,0,0,0
ECE 153,Yes,Power Electronics,Electrical and Computer Engineering,Analysis and design of power conversion devices; AC-DC converters (diode rectification and phase control devices); DC-DC converters (Buck/Boost); DC-AC inverters; continuous and discontinuous modes of operation; performance evaluation; power factor correction; signal distortion; efficiency analysis; applications; hands-on experiences.,Fresno State,,,,,0,0,0,0,0,0,0,0
ECE 155,Yes,Control Systems,Electrical and Computer Engineering,"Analysis, design, and synthesis of linear feedback control systems. Mathematical modeling and performance evaluation; state variables; frequency domain analysis and design methodologies. Applications and utilization of Matlab in analysis and design.",Fresno State,,,,,0,0,0,0,0,0,0,0
ECE 162,Yes,Analog Integrated Circuits and Application,Electrical and Computer Engineering,"Analysis of monolithic operational amplifiers; case studies; Widlar and Wilson current sources; linear and non-linear applications; multipliers, phase-lock loops, phase detectors; higher order active filters; all-pass equalizers; D/A adm A/D converters; oscillators, function generators; mixers, modulators, regulators; system design.",Fresno State,,,,,0,0,0,0,0,0,0,0
ECE 278,Yes,Embedded System Design,Electrical and Computer Engineering,"Embedded system design and development. High-level design tools, interface, and real-time embedded system programming and interface techniques.",Fresno State,,,,,0,0,0,0,0,0,0,0
ECE 274,Yes,High Performance Computer Architecture,Electrical and Computer Engineering,Advanced hardware design features of modern high performance microprocessors and computer systems. Topics include instruction level parallelism; superscalar and superpipelined data path design and performance; dynamic and static scheduling; VLIW; hardware software interface; memory hierarchies and cache coherence; multi processor structures and interconnection networks.,Fresno State,,,,,0,0,0,0,0,0,0,0
ECE 259,Yes,Radar System Design,Electrical and Computer Engineering,"The nature and history of radar, the radar equation, PRF and range considerations, CW and FM radars. MTI and pulse-Doppler radars, tracking radars. Radar power generation, antenna types and design considerations, receivers, detection of signals in noise, extraction of information from radar signals, propagation of radar wave, the effects of clutter, weather and interference. Examples of radar system engineering and design.",Fresno State,,,,,0,0,0,0,0,0,0,0
ECE 257,Yes,Optical Communications and Lasers,Electrical and Computer Engineering,"Quantum measure of light, linear, elliptical, and circular polarization; optical waveguide equations, ray and mode theory; source and detector characteristics; attenuation, dispersion, and noise effects; correlation, spectral density, noise equivalent bandwidth, coding, modulation, multiplexing techniques; systems and link design.",Fresno State,,,,,0,0,0,0,0,0,0,0
ECE 255,Yes,Digital Signal Processing,Electrical and Computer Engineering,Electromechanical dynamics under small and large disturbances; voltage stability; frequency variations; stability analysis and enhancement; advanced power system modeling; model reduction techniques; steady state stability of multi-machine systems; computer simulation; voltage and frequency control; electric power systems quality.,Fresno State,,,,,0,0,0,0,0,0,0,0
ECE 254,Yes,Power Systems Dynamics,Electrical and Computer Engineering,Asynchronous machine design; primitive flow tables; static/dynamic hazards; state assignment; covers; partitions; decompositions; state identification and fault detection experiments; pulse mode circuits; iterative networks; introduction to hardware description languages.,Fresno State,,,,,0,0,0,0,0,0,0,0
ECE 251,Yes,Antennas and Propogation,Electrical and Computer Engineering,"Wave equation, plane waves, metallic boundary conditions; wave equation for the potentials Lorentz transformation; covariant formulation of electrodynamics; radiation from a moving charge; scattering and dispersion; Hamiltonian formulation of Maxwell's equations.",Fresno State,,,,,0,0,0,0,0,0,0,0
ECE 249,Yes,Advanced Communications Engineering,Electrical and Computer Engineering,"Information theory; source coding; channel coding theorems; models for communication channels; theory of error control coding; block and convolutional codes; decoding algorithms; coding for bandlimited, noisy and distorting channels; performance improvements o coded communication systems; design applications to wireless systems.",Fresno State,,,,,0,0,0,0,0,0,0,0
ECE 247,Yes,Modern Semiconductor Devices,Electrical and Computer Engineering,Crystal structures and elastic constants; lattice energy and vibrations; thermal and dielectric properties of solids; ferroelectric and magnetic properties of crystals; free electron model of metals; quantum statistics distributions; band theory; semi conductor crystals; super conductivity; photoconductivity and luminescence; dislocations.,Fresno State,,,,,0,0,0,0,0,0,0,0
ECE 245,Yes,Communications Engineering,Electrical and Computer Engineering,Modulation theory; statistical properties of information signals and noise; binary and M-ary modulation schemes and receivers for digital and analog messages; performances in the presence of noise; transmission over bandlimited channels and intersymbol interference; vector space representations; communication design considerations.,Fresno State,,,,,0,0,0,0,0,0,0,0
ECE 243,Yes,Modern Methods in Synchronous Sequent,Electrical and Computer Engineering,Synchronous machine design with PLDs and FPGAs; algorithmic state machines; incompletely specified machines; maximum compatibility classes; partitioning of sequential machines; state merging and state splitting.,Fresno State,,,,,0,0,0,0,0,0,0,0
ECE 242,Yes,Digital Systems Testing and Testable Design,Electrical and Computer Engineering,"Introduction to VLSI testing, VLSI test process and automatic test equipment, test economic, faults and fault modeling, logic and fault simulation, testability measures, delay test, design for testability, built-in self-test, boundary scan, and JTAG.",Fresno State,,,,,0,0,0,0,0,0,0,0
ECE 241,Yes,Applied Electromagnetics,Electrical and Computer Engineering,"Electrostatic field boundary conditions, energy relations, and forces; multidimensional potential problems; magnetic field boundary conditions, scalar and vector potentials, and magnetization; Maxwell's equations for stationary and moving media; energy, force an momentum in an lectromagnetic field; plane waves waves near metallic boundaries; inhomogeneous wave equation.",Fresno State,,,,,0,0,0,0,0,0,0,0
ECE 240,Yes,VLSI Circuits and Systems,Electrical and Computer Engineering,Review of CMOS logic circuits; CMOS circuit analysis; interconnect modeling; dynamic logic; timing and clocking strategies; datapath component design; test and verification strategies; ASIC Design Methodologies.,Fresno State,,,,,0,0,0,0,0,0,0,0
ECE 232,Yes,Optimal Control Systems,Electrical and Computer Engineering,Two-point boundary value problems; linear quadratic regulators; minimum-time design; output-feedback design; robust design; observers; filters and dynamic regulators; multivariable dynamic compensator design,Fresno State,,,,,0,0,0,0,0,0,0,0
ECE 231,Yes,Digital Control Systems,Electrical and Computer Engineering,"Discrete Time Feedback systems modeling and analysis; stability; digitial controller design; digital transformation of analog controllers; implementation techniques, case studies. (Formerly EE 291T)",Fresno State,,,,,0,0,0,0,0,0,0,0
ECE 224,Yes,Advanced Signals and Systems,Electrical and Computer Engineering,"Theory of continuous time (CT) and discrete time (DT) multidimensional systems; state variable representations; systems state equation solution; Lyapunov and input-output stability. controllability, observability, and realizability, feedback systems. System simulations using MATLAB.",Fresno State,,,,,0,0,0,0,0,0,0,0
ME 1,Yes,Introduction to Mechanical Engineering,Mechanical Engineering,"Introduction to engineering design; case studies in mechanical engineering; problem-solving using the engineering approach; introduction to engineering code of ethics, mechanical engineering profession, and career opportunities.",Fresno State,,,,,0,0,0,0,0,0,0,0
ME 26,Yes,Engineering Graphics,Mechanical Engineering,"Basic computer literacy required. Principles of orthographic projection, dimensioning, and descriptive geometry. Applications to the solution of engineering problems including the use of interactive computer graphics. ",Fresno State,,,,,0,0,0,0,0,0,0,0
ME 29,Yes,Engineering Mechanics,Mechanical Engineering,Study of fundamental priciples of statics and synamics by scalar and vector methods.,Fresno State,,,,,0,0,0,0,0,0,0,0
ME 31,Yes,Engineering Materials,Mechanical Engineering,"Fundamental nature and properties of engineering materials; structure of matter and its effect on mechanical, electrical, magnetic, and thermal properties.",Fresno State,,,,,0,0,0,0,0,0,0,0
ME 95,Yes,Product Development,Mechanical Engineering,"Examines the overall process of product development including preliminary design, drafting, material selection, fabrication, inspection, assembly, and testing. Laboratory component introduces basic machining and fabrication skills.",Fresno State,,,,,0,0,0,0,0,0,0,0
ME 112,Yes,Engineering Mechanics Dynamics,Mechanical Engineering,Development of principles of kinematics and kinetics in engineering.,Fresno State,,,,,0,0,0,0,0,0,0,0
ME 116,Yes,Fluid Mechanics,Mechanical Engineering,Application of different measuring devices and techniques used in engineering systems. Calibration and response characteristics of instruments will be examined. Use of data acquisition system in the recording and analyzing of experimental data. Technical reports are required.,Fresno State,,,,,0,0,0,0,0,0,0,0
ME 122,Yes,Dynamic Measurements and Linear Control of Mechanical Systems,Mechanical Engineering,Fundamentals of fluid mechanics as applied to engineering problems.,Fresno State,,,,,0,0,0,0,0,0,0,0
ME 125,Yes,Engineering Statistics and Experimentation,Mechanical Engineering,"Modeling of mechanical systems; mechanical feedback systems; time domain analysis; stability, frequency response, and root locus plots; performance criteria, and system compensations; applications of different measuring devices and techniques used in engineering systems. Lecture/lab.",Fresno State,,,,,0,0,0,0,0,0,0,0
ME 134,Yes,Fundamentals of Machine Design,Mechanical Engineering,"Analytical, graphical, and computer solutions applied to design problems in machinery, mechanisms. Cam design, different types of followers, cam manufacturing considerations. Gear design, different types of gears, gear trains. Students will be assigned class projects related to the topics covered in class.",Fresno State,,,,,0,0,0,0,0,0,0,0
ME 136,Yes,Thermodynamics,Mechanical Engineering,Fundamentals of thermodynamics and heat transfer as applied to engineering problems.,Fresno State,,,,,0,0,0,0,0,0,0,0
ME 137,Yes,Turbomachinery,Mechanical Engineering,"Applications of fluid mechanics and thermodynamics and rotor fluid energy interchange. Steady flow problems of pumps, compressors, and turbines with incompressible and compressible fluids. Both closed and open ended homework problems.",Fresno State,,,,,0,0,0,0,0,0,0,0
ME 140,Yes,Advanced Engineering Analysis,Mechanical Engineering,"Development of finite element method of engineering analysis; applications to heat flow, fluid flow, vibrations, and stresses in mechanical design using appropriate numerical techniques and closed-form solutions of partial differential equations.",Fresno State,,,,,0,0,0,0,0,0,0,0
ME 142,Yes,Mechanical Vibration,Mechanical Engineering,"Mathematical and physical basis of vibration theory with applications to engineering analysis and design. Includes transient and steady state phenomena, distributed and lumped parameter systems, coupled systems, and computer solutions.",Fresno State,,,,,0,0,0,0,0,0,0,0
ME 144,Yes,Advanced Mechanics of Materials,Mechanical Engineering,"Advanced topics in mechanics of materials. Statistical considerations in design, stress and strain theories; contact stresses, strain energy, Castigilano's theorem; failures resulting from static and dynamic loading; static and fatigue theories of failure; stress concentrations.",Fresno State,,,,,0,0,0,0,0,0,0,0
ME 145,Yes,Heat and Mass Transfer,Mechanical Engineering,"Analytical, numerical, and electrical analogy methods are used to solve a variety of heat transfer and mass transfer problems. Advanced topics in radiation, boundary layer flow, and heat exchanger design.",Fresno State,,,,,0,0,0,0,0,0,0,0
ME 146,Yes,Air Conditioning,Mechanical Engineering,"Theory and practice in air conditioning including psychrometrics, load estimating, heating and cooling systems, fluid design and controls.",Fresno State,,,,,0,0,0,0,0,0,0,0
ME 243,Yes,Structural Dynamics,Mechanical Engineering,"ConTinuation of ME 241. Von Karman theory, shear deformation, geometry and equilibrium of shells, theory of vibrations, vibrations of aircraft structures, coupling with the aerodynamic equation, flutter, ground and flight structural test techniques.",Fresno State,,,,,0,0,0,0,0,0,0,0
ME 241,Yes,Structural Analysis,Mechanical Engineering,"Graduate-level course in the principles of structural mechanics. Stress, strain and displacements, static and dynamic loads, energy methods, virtual work, discrete and continuous system analysis, finite element analysis elastic beams, plates, and frames; single and multi degree -of-freedom modal analysis.",Fresno State,,,,,0,0,0,0,0,0,0,0
ME 232,Yes,Advanced Aircraft Stability and Control,Mechanical Engineering,"Validity of small disturbance theory, nonlinear equations of motion, steady state and dynamic stability and control of elastic airplanes. Frequency response methods, response to turbulence. Automatic flight control analysis adn design, the human pilot in te control loop, stability augmentation, digital flight control systems, state vector methods.",Fresno State,,,,,0,0,0,0,0,0,0,0
ME 229,Yes,Advanced Gas Dynamics,Mechanical Engineering,"Review of supersonic flow. Vibrational and chemical rate processes, nonequilibrium chemical rate equations, rate equations for dissociation and recombination. Flow with vibrational or chemical nonequilibrium. Nonequilibrium kinetic theory; evaluation of collison cross sections. Flow with translational nonequalibrium. Radiative transfer in gases, and approximate solutions of the equation of radiative transfer.",Fresno State,,,,,0,0,0,0,0,0,0,0
ME 227,Yes,Advanced Thermodynamics,Mechanical Engineering,"Review of classical thermodynamics, Maxwell relations, equations of state, nonideal gases, experimental methods. Entropy and exergy analysis with applications to energy conversion devices and thermodynamic cycles, single- and multi-phase systems, and irreversibility in thermodynamics.",Fresno State,,,,,0,0,0,0,0,0,0,0
ME 225,Yes,Heat Transfer,Mechanical Engineering,"Conduction, convection, and radiation. One and two dimensional steady-state conduction, LaPlace's equation, numerical techniques. Transient heat transfer. Heisler charts, multiple-dimensional systems, boundary layers, Reynold's analogy. Forced and natural convection radiation heat transfer. Kirchoff's and Wien's laws, radiation shields.",Fresno State,,,,,0,0,0,0,0,0,0,0
ME 223,Yes,Gas Turbine Engines,Mechanical Engineering,"Thermodynamics of fluid flow and engines, boundary layer theory, subsonic and supersonic inlets, combustors, fans, compressors, turbines, nozzles, inlet distortion, fuel controls, noise reduction, ramjets adn scramjets.",Fresno State,,,,,0,0,0,0,0,0,0,0
ME 221,Yes,Incompressible Fluids,Mechanical Engineering,"The kinematics of liquids and gases, the LaGrangian and Eulerian methods, streak lines, stream tubes. Geometry of the vector field, stokes, and Gauss's theorems, acceleration of a fluid particle, homogenous fluids and the equations of continuity. Integration of Eutor's equation, Bernoulli's equation. Potential motion and potential functions, source and sink potentials, the stream function. Vortex theory, surfaces of discontinuity",Fresno State,,,,,0,0,0,0,0,0,0,0
ME 220,Yes,Compressible Fluids,Mechanical Engineering,"Review of the foundations of fluid mechanics and thermodynamics. The velocity of sound, mach number and angle, differences between incompressible, subsonic, and supersonic flow. Isentropic flow, working charts and tables, choking operations of nozzles. Normal shock waves, ducts, shock tube analysis. Fanno and Rayleigh analysis, oblique shock waves, the PrandtlMeyer equation. Lift and drag on bodies in supersonic flow. Method of characteristics.",Fresno State,,,,,0,0,0,0,0,0,0,0
ME 215,Yes,Design Optimization of Engineering Systems,Mechanical Engineering,"This course provides students with the ability to conceptualize and formulate design optimization problems and to utilize the best algorithms for a given class of problems. Topics include constraints, monotonicity, and methods to optimally design unconstrained and constrained engineering systems.",Fresno State,,,,,0,0,0,0,0,0,0,0
ME 211,Yes,Advanced Dynamics,Mechanical Engineering,"Dynamics of mechanical systems with emphasis on equations of motion. Kinematics of particles, energy and momentum methods, variational methods, LaGrange's method, kinematics and plane motion of rigid bodies, kinetics of rigid bodies in three dimensions, mechanical vibrations.",Fresno State,,,,,0,0,0,0,0,0,0,0
ME 193,Yes,Mechanical Engineering Cooperative Internship,Mechanical Engineering,Engineering practice in an industrial or government installation. Each cooperative internship period usually spans a summer-fall or spring-summer interval.,Fresno State,,,,,0,0,0,0,0,0,0,0
ME 166,Yes,Energy Systems Design,Mechanical Engineering,Design of conventional and alternative energy conversion systems i.e. solar; selection and integration of components of the system; use of codes and standards.,Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI1,Yes,Critical Thinking and Computer Science,Computer Science,"Overview of the field of computer science with an emphasis on critical thinking skills. Problem-solving strategies, algorithm design, and data abstraction. Introduction to hardware, theoretical limitations of computers, and issues arising from the growing role of computers in society",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI2,Yes,Computer Applications,Computer Science,"An introduction to the computer tools, applications, and graphics. Overview of the components of computer systems; discussion on software systems, electronic mail, influence of computers on society and the future of computing; extensive hands-on experience with application tools and programming.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI3,Yes,Introduction to the Internet,Computer Science,"Topics include email, web browsers, searching, evaluation of web resources, HTML, web-page design, encryption, basic network communication. Special emphasis on the underlying technologies.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI4,Yes,Introduction to Programming and Problem Solving,Computer Science,"Introduction to problem solving, algorithm development, procedural and data abstraction; program design, coding, debugging, testing and documentation; a high-level programming language.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI5,Yes,Introduction to Data Structures,Computer Science,"Programming methodology, program correctness. Review of data types. Data structures linear and nonlinear structures, files. Implementation of data structures. Recursion. Searching and sorting.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI6,Yes,Foundations of Computer Science,Computer Science,"Abstraction, iteration, induction, recursion, complexity of programs, data models, and logic.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI7,Yes, Introduction to Computational Science,Computer Science,"Fundamental concepts of computational science, computational modeling, computer simulations, and scientific applications. Topics include system-dynamics models, cellular-automaton simulations, computational and modeling tools, scientific visualization, high-performance computing",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI8,Yes,Computational Foundations for Bioinformatics,Computer Science,"Computational approaches to problems in molecular biology. Algorithms, heuristics, strings, graphs. Sequence comparison, mulitple alignment. Selected topics such as scripting, visual programming, laboratory workflow, databases, and queries.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI9,Yes,Introduction to Computer Systems,Computer Science,"Computer arithmetic. Von Neumann architecture. Instruction sets, data types, formats, addressing. Register and ALU organization. Memory hierarchy. I/O Bus organization. Study of one or more assembly languages. Basics of implementation of higher-level languages.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI10,Yes,Introduction to Computer Organization,Computer Science,"Fundamental issues of computer design at register-transfer level. Logical design of basic combinational and sequential modules. Organization and design of major functional blocks ALU, CPU, memory, cache, input/output, hard-wired and microprogrammed control. Simulation of computer organization. INtroduction to high performance superscalar computer organization.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI11,Yes,Algorithms and Data Structures,Computer Science,"Review of basic data structures. Graph, search paths, and spanning trees. Algorithm design and analysis of sorting, merging, and searching. Memory management, hashing, dynamic storage allocation. Integration of data structures into system design.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI12,Yes,Structures of Programming Languages,Computer Science,"General concepts and paradigms of programming languages; scope and binding rules, applications and implementations of language concepts. Languages selected from ADA, ICON, Miranda, ML, MODULA 2, OCCAM 2, PROLOG, LISP, Scheme, Smalltalk.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI13,Yes,Introduction to Finite Automata,Computer Science,"Strings, languages, and fundamental proof techniques. Regular expression, regular grammar, regular languages, finite automata, their interrelationship, and their properties. Introduction to context-free languages",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI14,Yes,Introduction to File Processing,Computer Science,"Definition of file components, access methods, and file operations. Algorithms for efficient implementation of data structures; characteristics of bulk storage media for mainframe and microcomputers. Introduction to database management systems.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI15,Yes,Database Systems,Computer Science,"Database concepts; hierarchical and relational network models; object-oriented data models. Data normalization, data description languages, data manipulation languages, and query design.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI16,Yes,Web Programming,Computer Science,"Programming for the World Wide Web. Web servers and clients, Internet and Web protocols, and mark-up languages. Client side scripting, including both gateway and filter-based approaches.",Fresno State,,,,,0,0,0,0,0,0,0,0
CSCI17,Yes,Compiler Design,Computer Science,"Syntax and semantics of programming languages. Lexical analysis, parsing techniques, parser generator, SLR and LALR parsing. Introduction to symbol table organization and semantic routines. Compiler generators.",Fresno State,,,,,0,0,0,0,0,0,0,0
